entity,code,year,crop,yield
Egypt,EGY,1993,rice,7.7184
Egypt,EGY,1993,maize,6.078
Egypt,EGY,1993,barley,2.1994
Egypt,EGY,1994,wheat,5.0026
Egypt,EGY,1994,rice,7.913
Egypt,EGY,1994,maize,5.9065
Egypt,EGY,1994,barley,2.0834
Egypt,EGY,1995,wheat,5.4221
Egypt,EGY,1995,rice,8.1356
Egypt,EGY,1995,maize,6.163
Egypt,EGY,1995,barley,1.9575
Egypt,EGY,1996,wheat,5.6384
Egypt,EGY,1996,rice,8.291
Egypt,EGY,1996,maize,6.9523
Egypt,EGY,1996,barley,2.6844
Egypt,EGY,1997,wheat,5.5994
Egypt,EGY,1997,rice,8.4152
Egypt,EGY,1997,maize,7.1298
Egypt,EGY,1997,barley,2.1762
Egypt,EGY,1998,wheat,5.9896
Egypt,EGY,1998,rice,8.6401
Egypt,EGY,1998,maize,7.225700000000001
Egypt,EGY,1998,barley,2.467
Egypt,EGY,1999,wheat,6.3467
Egypt,EGY,1999,rice,8.878
Egypt,EGY,1999,maize,7.5174
Egypt,EGY,1999,barley,2.0146
Egypt,EGY,2000,wheat,6.3422
Egypt,EGY,2000,rice,9.1025
Egypt,EGY,2000,maize,7.680000000000001
Egypt,EGY,2000,barley,2.0327
Egypt,EGY,2001,wheat,6.3580000000000005
Egypt,EGY,2001,rice,9.2833
Egypt,EGY,2001,maize,6.9798
Egypt,EGY,2001,barley,3.0391000000000004
Egypt,EGY,2002,wheat,6.4345
Egypt,EGY,2002,rice,9.3889
Egypt,EGY,2002,maize,7.7656
Egypt,EGY,2002,barley,3.0538000000000003
Egypt,EGY,2003,wheat,6.500100000000001
Egypt,EGY,2003,rice,9.7484
Egypt,EGY,2003,maize,7.829300000000001
Egypt,EGY,2003,barley,2.8861000000000003
Egypt,EGY,2004,wheat,6.5567
Egypt,EGY,2004,rice,9.8384
Egypt,EGY,2004,maize,7.9087
Egypt,EGY,2004,barley,2.7430000000000003
Egypt,EGY,2005,wheat,6.492900000000001
Egypt,EGY,2005,rice,9.9874
Egypt,EGY,2005,maize,8.1607
Egypt,EGY,2005,barley,2.7013000000000003
Egypt,EGY,2006,wheat,6.4303
Egypt,EGY,2006,rice,10.075
Egypt,EGY,2006,maize,8.3705
Egypt,EGY,2006,barley,1.6967
Egypt,EGY,2007,wheat,6.467300000000001
Egypt,EGY,2007,rice,9.7675
Egypt,EGY,2007,maize,8.0463
Egypt,EGY,2007,barley,1.7325000000000002
Egypt,EGY,2008,wheat,6.5031
Egypt,EGY,2008,rice,9.7349
Egypt,EGY,2008,maize,7.9053
Egypt,EGY,2008,barley,1.9526
Egypt,EGY,2009,wheat,6.3829
Egypt,EGY,2009,rice,9.593
Egypt,EGY,2009,maize,7.8184
Egypt,EGY,2009,barley,1.5626
Egypt,EGY,2010,wheat,5.5741000000000005
Egypt,EGY,2010,rice,9.4217
Egypt,EGY,2010,maize,7.27
Egypt,EGY,2010,barley,1.3346
Egypt,EGY,2011,wheat,6.542800000000001
Egypt,EGY,2011,rice,9.567
Egypt,EGY,2011,maize,7.740900000000001
Egypt,EGY,2011,barley,1.8112
Egypt,EGY,2012,wheat,6.5823
Egypt,EGY,2012,rice,9.5296
Egypt,EGY,2012,maize,7.7723
Egypt,EGY,2012,barley,1.3150000000000002
Egypt,EGY,2013,wheat,6.668200000000001
Egypt,EGY,2013,rice,9.5865
Egypt,EGY,2013,maize,7.722300000000001
Egypt,EGY,2013,barley,1.6703
Egypt,EGY,2014,wheat,6.1752
Egypt,EGY,2014,rice,9.53
Egypt,EGY,2014,maize,7.7556
Egypt,EGY,2014,barley,1.6905
Egypt,EGY,2015,wheat,6.591900000000001
Egypt,EGY,2015,rice,9.4312
Egypt,EGY,2015,maize,7.3546
Egypt,EGY,2015,barley,3.8524
Egypt,EGY,2016,wheat,6.6311
Egypt,EGY,2016,rice,9.3353
Egypt,EGY,2016,maize,7.6071
Egypt,EGY,2016,barley,3.9668
Egypt,EGY,2017,wheat,6.8597
Egypt,EGY,2017,rice,9.0245
Egypt,EGY,2017,maize,7.7895
Egypt,EGY,2017,barley,4.0206
Egypt,EGY,2018,wheat,6.689500000000001
Egypt,EGY,2018,rice,8.826500000000001
Egypt,EGY,2018,maize,7.801
Egypt,EGY,2018,barley,1.6094000000000002
Ethiopia,ETH,1993,wheat,1.5487
Ethiopia,ETH,1993,rice,1.8519
Ethiopia,ETH,1993,maize,1.7364000000000002
Ethiopia,ETH,1993,barley,1.3606
Ethiopia,ETH,1994,wheat,1.0749
Ethiopia,ETH,1994,rice,1.8198
Ethiopia,ETH,1994,maize,1.1235
Ethiopia,ETH,1994,barley,0.9371
Ethiopia,ETH,1995,wheat,1.3106
Ethiopia,ETH,1995,rice,1.8644
Ethiopia,ETH,1995,maize,1.359
Ethiopia,ETH,1995,barley,0.8643000000000001
Ethiopia,ETH,1996,wheat,1.2114
Ethiopia,ETH,1996,rice,1.8332
Ethiopia,ETH,1996,maize,1.6826
Ethiopia,ETH,1996,barley,1.0613
Ethiopia,ETH,1997,wheat,1.2917
Ethiopia,ETH,1997,rice,1.8462
Ethiopia,ETH,1997,maize,1.7381
Ethiopia,ETH,1997,barley,1.062
Ethiopia,ETH,1998,wheat,1.3738
Ethiopia,ETH,1998,rice,1.8571
Ethiopia,ETH,1998,maize,1.6175000000000002
Ethiopia,ETH,1998,barley,1.0953000000000002
Ethiopia,ETH,1999,wheat,1.115
Ethiopia,ETH,1999,rice,1.8667
Ethiopia,ETH,1999,maize,1.715
Ethiopia,ETH,1999,barley,0.9204
Ethiopia,ETH,2000,wheat,1.1631
Ethiopia,ETH,2000,rice,1.8293
Ethiopia,ETH,2000,maize,1.6204
Ethiopia,ETH,2000,barley,0.9132
Ethiopia,ETH,2001,wheat,1.3259
Ethiopia,ETH,2001,rice,1.8427
Ethiopia,ETH,2001,maize,1.7427
Ethiopia,ETH,2001,barley,1.0841
Ethiopia,ETH,2002,wheat,1.4354
Ethiopia,ETH,2002,rice,2.0016000000000003
Ethiopia,ETH,2002,maize,1.8753
Ethiopia,ETH,2002,barley,1.4409
Ethiopia,ETH,2003,wheat,1.3874
Ethiopia,ETH,2003,rice,1.8056
Ethiopia,ETH,2003,maize,1.5319
Ethiopia,ETH,2003,barley,1.0111
Ethiopia,ETH,2004,wheat,1.4691
Ethiopia,ETH,2004,rice,1.8462
Ethiopia,ETH,2004,maize,1.6132
Ethiopia,ETH,2004,barley,1.0962
Ethiopia,ETH,2005,wheat,1.5567
Ethiopia,ETH,2005,rice,1.8016
Ethiopia,ETH,2005,maize,2.006
Ethiopia,ETH,2005,barley,1.157
Ethiopia,ETH,2006,wheat,1.5204
Ethiopia,ETH,2006,rice,1.7511
Ethiopia,ETH,2006,maize,2.6404
Ethiopia,ETH,2006,barley,1.4127
Ethiopia,ETH,2007,wheat,1.6711
Ethiopia,ETH,2007,rice,1.8433
Ethiopia,ETH,2007,maize,1.9692
Ethiopia,ETH,2007,barley,1.2466000000000002
Ethiopia,ETH,2008,wheat,1.6245
Ethiopia,ETH,2008,rice,2.0688
Ethiopia,ETH,2008,maize,2.1367000000000003
Ethiopia,ETH,2008,barley,1.3728
Ethiopia,ETH,2009,wheat,1.8269
Ethiopia,ETH,2009,rice,2.1602
Ethiopia,ETH,2009,maize,2.1990000000000003
Ethiopia,ETH,2009,barley,1.5503
Ethiopia,ETH,2010,wheat,1.8385
Ethiopia,ETH,2010,rice,3.0273000000000003
Ethiopia,ETH,2010,maize,2.5398
Ethiopia,ETH,2010,barley,1.6276000000000002
Ethiopia,ETH,2011,wheat,2.0288
Ethiopia,ETH,2011,rice,2.8914
Ethiopia,ETH,2011,maize,2.9539
Ethiopia,ETH,2011,barley,1.6721
Ethiopia,ETH,2012,wheat,2.1102000000000003
Ethiopia,ETH,2012,rice,2.895
Ethiopia,ETH,2012,maize,3.0592
Ethiopia,ETH,2012,barley,1.7489
Ethiopia,ETH,2013,wheat,2.4446000000000003
Ethiopia,ETH,2013,rice,2.7310000000000003
Ethiopia,ETH,2013,maize,3.2542
Ethiopia,ETH,2013,barley,1.8718
Ethiopia,ETH,2014,wheat,2.5433000000000003
Ethiopia,ETH,2014,rice,2.8148
Ethiopia,ETH,2014,maize,3.4210000000000003
Ethiopia,ETH,2014,barley,1.9653
Ethiopia,ETH,2015,wheat,2.7941000000000003
Ethiopia,ETH,2015,rice,3.0752
Ethiopia,ETH,2015,maize,3.7331
Ethiopia,ETH,2015,barley,2.1672
Ethiopia,ETH,2016,wheat,2.6755
Ethiopia,ETH,2016,rice,2.8089
Ethiopia,ETH,2016,maize,3.6745
Ethiopia,ETH,2016,barley,2.1109
Ethiopia,ETH,2017,wheat,2.8157
Ethiopia,ETH,2017,rice,2.8508
Ethiopia,ETH,2017,maize,3.7361
Ethiopia,ETH,2017,barley,2.1244
Ethiopia,ETH,2018,wheat,2.4236
Ethiopia,ETH,2018,rice,3.04
Ethiopia,ETH,2018,maize,3.2919
Ethiopia,ETH,2018,barley,2.1662
France,FRA,1961,wheat,2.395
France,FRA,1961,rice,4.051200000000001
France,FRA,1961,maize,2.5291
France,FRA,1961,barley,2.396
France,FRA,1962,wheat,3.0752
France,FRA,1962,rice,4.1875
France,FRA,1962,maize,2.1489000000000003
France,FRA,1962,barley,2.7581
France,FRA,1963,wheat,2.6624000000000003
France,FRA,1963,rice,3.9753
France,FRA,1963,maize,4.0593
France,FRA,1963,barley,2.9088000000000003
France,FRA,1964,wheat,3.1534
France,FRA,1964,rice,4.061
France,FRA,1964,maize,2.3546
France,FRA,1964,barley,2.8774
France,FRA,1965,wheat,3.2655000000000003
France,FRA,1965,rice,3.2935000000000003
France,FRA,1965,maize,3.98
France,FRA,1965,barley,3.0363
France,FRA,1966,wheat,2.8296
France,FRA,1966,rice,3.6562
France,FRA,1966,maize,4.5037
France,FRA,1966,barley,2.8093000000000004
France,FRA,1967,wheat,3.6365
France,FRA,1967,rice,4.302700000000001
France,FRA,1967,maize,4.088
France,FRA,1967,barley,3.5037000000000003
France,FRA,1968,wheat,3.6641
France,FRA,1968,rice,3.4635
France,FRA,1968,maize,5.2643
France,FRA,1968,barley,3.2861
France,FRA,1969,wheat,3.5809
France,FRA,1969,rice,4.1631
France,FRA,1969,maize,4.8346
France,FRA,1969,barley,3.3067
France,FRA,1970,wheat,3.4223000000000003
France,FRA,1970,rice,4.2177
France,FRA,1970,maize,5.0994
France,FRA,1970,barley,2.7772
France,FRA,1971,wheat,3.8614
France,FRA,1971,rice,3.7876
France,FRA,1971,maize,5.415100000000001
France,FRA,1971,barley,3.3541000000000003
France,FRA,1972,wheat,4.5698
France,FRA,1972,rice,2.3156000000000003
France,FRA,1972,maize,4.3531
France,FRA,1972,barley,3.9111
France,FRA,1973,wheat,4.5067
France,FRA,1973,rice,4.3604
France,FRA,1973,maize,5.621700000000001
France,FRA,1973,barley,3.9117
France,FRA,1974,wheat,4.5844000000000005
France,FRA,1974,rice,3.3966000000000003
France,FRA,1974,maize,4.5587
France,FRA,1974,barley,3.703
France,FRA,1975,wheat,3.8734
France,FRA,1975,rice,4.1569
France,FRA,1975,maize,4.184
France,FRA,1975,barley,3.3731
France,FRA,1976,wheat,3.7722
France,FRA,1976,rice,3.8974
France,FRA,1976,maize,4.0305
France,FRA,1976,barley,3.0683
France,FRA,1977,wheat,4.230300000000001
France,FRA,1977,rice,2.1721
France,FRA,1977,maize,5.2382
France,FRA,1977,barley,3.5250000000000004
France,FRA,1978,wheat,5.0323
France,FRA,1978,rice,3.2558
France,FRA,1978,maize,5.2862
France,FRA,1978,barley,4.0231
France,FRA,1979,wheat,4.782
France,FRA,1979,rice,4.3478
France,FRA,1979,maize,5.2195
France,FRA,1979,barley,3.995
France,FRA,1980,wheat,5.181
France,FRA,1980,rice,3.8333
France,FRA,1980,maize,5.3167
France,FRA,1980,barley,4.4171000000000005
France,FRA,1981,wheat,5.011
France,FRA,1981,rice,3.7925
France,FRA,1981,maize,5.8291
France,FRA,1981,barley,3.9476
France,FRA,1982,wheat,5.236000000000001
France,FRA,1982,rice,5.0185
France,FRA,1982,maize,6.3185
France,FRA,1982,barley,4.2027
France,FRA,1983,wheat,5.127400000000001
France,FRA,1983,rice,5.4286
France,FRA,1983,maize,6.25
France,FRA,1983,barley,4.093500000000001
France,FRA,1984,wheat,6.459700000000001
France,FRA,1984,rice,3.8696
France,FRA,1984,maize,6.0201
France,FRA,1984,barley,5.4622
France,FRA,1985,wheat,5.9999
France,FRA,1985,rice,5.4964
France,FRA,1985,maize,6.5760000000000005
France,FRA,1985,barley,5.073
France,FRA,1986,wheat,5.4487000000000005
France,FRA,1986,rice,5.1299
France,FRA,1986,maize,6.1625000000000005
France,FRA,1986,barley,4.7965
France,FRA,1987,wheat,5.558400000000001
France,FRA,1987,rice,4.9782
France,FRA,1987,maize,7.150200000000001
France,FRA,1987,barley,5.3109
France,FRA,1988,wheat,6.1509
France,FRA,1988,rice,5.2243
France,FRA,1988,maize,7.2762
France,FRA,1988,barley,5.305000000000001
France,FRA,1989,wheat,6.348
France,FRA,1989,rice,6.0368
France,FRA,1989,maize,6.8719
France,FRA,1989,barley,5.3643
France,FRA,1990,wheat,6.4787
France,FRA,1990,rice,5.9461
France,FRA,1990,maize,6.0186
France,FRA,1990,barley,5.6845
France,FRA,1991,wheat,6.6764
France,FRA,1991,rice,5.3273
France,FRA,1991,maize,7.2866
France,FRA,1991,barley,6.0872
France,FRA,1992,wheat,6.3992000000000004
France,FRA,1992,rice,5.244800000000001
France,FRA,1992,maize,7.9812
France,FRA,1992,barley,5.830500000000001
France,FRA,1993,wheat,6.4739
France,FRA,1993,rice,4.9628000000000005
France,FRA,1993,maize,8.0479
France,FRA,1993,barley,5.554
France,FRA,1994,wheat,6.668500000000001
France,FRA,1994,rice,4.57
France,FRA,1994,maize,7.7983
France,FRA,1994,barley,5.4606
France,FRA,1995,wheat,6.5079
France,FRA,1995,rice,4.8627
France,FRA,1995,maize,7.7182
France,FRA,1995,barley,5.5564
France,FRA,1996,wheat,7.136100000000001
France,FRA,1996,rice,5.2455
France,FRA,1996,maize,8.3856
France,FRA,1996,barley,6.2208000000000006
France,FRA,1997,wheat,6.6288
France,FRA,1997,rice,5.891900000000001
France,FRA,1997,maize,9.0651
France,FRA,1997,barley,6.0186
France,FRA,1998,wheat,7.6063
France,FRA,1998,rice,5.8281
France,FRA,1998,maize,8.4528
France,FRA,1998,barley,6.519500000000001
France,FRA,1999,wheat,7.2395
France,FRA,1999,rice,6.0915
France,FRA,1999,maize,8.952300000000001
France,FRA,1999,barley,6.2491
France,FRA,2000,wheat,7.117500000000001
France,FRA,2000,rice,5.8358
France,FRA,2000,maize,9.0766
France,FRA,2000,barley,6.33
France,FRA,2001,wheat,6.6169
France,FRA,2001,rice,5.3603000000000005
France,FRA,2001,maize,8.571100000000001
France,FRA,2001,barley,5.7472
France,FRA,2002,wheat,7.4455
France,FRA,2002,rice,5.691
France,FRA,2002,maize,8.975100000000001
France,FRA,2002,barley,6.687600000000001
France,FRA,2003,wheat,6.25
France,FRA,2003,rice,5.6052
France,FRA,2003,maize,7.150200000000001
France,FRA,2003,barley,5.5995
France,FRA,2004,wheat,7.5788
France,FRA,2004,rice,5.7098
France,FRA,2004,maize,8.9907
France,FRA,2004,barley,6.765700000000001
France,FRA,2005,wheat,6.988700000000001
France,FRA,2005,rice,5.731400000000001
France,FRA,2005,maize,8.2539
France,FRA,2005,barley,6.4362
France,FRA,2006,wheat,6.7414000000000005
France,FRA,2006,rice,5.4756
France,FRA,2006,maize,8.581800000000001
France,FRA,2006,barley,6.237900000000001
France,FRA,2007,wheat,6.2542
France,FRA,2007,rice,4.635400000000001
France,FRA,2007,maize,9.4821
France,FRA,2007,barley,5.577
France,FRA,2008,wheat,7.101800000000001
France,FRA,2008,rice,5.7599
France,FRA,2008,maize,9.1258
France,FRA,2008,barley,6.7644
France,FRA,2009,wheat,7.4478
France,FRA,2009,rice,5.740600000000001
France,FRA,2009,maize,8.8934
France,FRA,2009,barley,6.8363000000000005
France,FRA,2010,wheat,7.040500000000001
France,FRA,2010,rice,5.043200000000001
France,FRA,2010,maize,8.8299
France,FRA,2010,barley,6.3852
France,FRA,2011,wheat,6.6563
France,FRA,2011,rice,5.6263000000000005
France,FRA,2011,maize,9.9668
France,FRA,2011,barley,5.6809
France,FRA,2012,wheat,7.1512
France,FRA,2012,rice,5.5947000000000005
France,FRA,2012,maize,9.0024
France,FRA,2012,barley,6.7386
France,FRA,2013,wheat,7.2656
France,FRA,2013,rice,3.94
France,FRA,2013,maize,8.1592
France,FRA,2013,barley,6.3079
France,FRA,2014,wheat,7.353000000000001
France,FRA,2014,rice,4.978400000000001
France,FRA,2014,maize,10.0505
France,FRA,2014,barley,6.6475
France,FRA,2015,wheat,7.800800000000001
France,FRA,2015,rice,5.0014
France,FRA,2015,maize,8.378400000000001
France,FRA,2015,barley,7.1237
France,FRA,2016,wheat,5.2896
France,FRA,2016,rice,4.8045
France,FRA,2016,maize,8.206
France,FRA,2016,barley,5.444
France,FRA,2017,wheat,7.2538
France,FRA,2017,rice,5.3971
France,FRA,2017,maize,10.1239
France,FRA,2017,barley,6.3452
France,FRA,2018,wheat,6.842700000000001
France,FRA,2018,rice,5.4775
France,FRA,2018,maize,8.9084
France,FRA,2018,barley,6.3326
Germany,DEU,1961,wheat,2.8607
Germany,DEU,1961,maize,2.8979
Germany,DEU,1961,barley,2.3640000000000003
Germany,DEU,1962,wheat,3.3898
Germany,DEU,1962,maize,3.2319
Germany,DEU,1962,barley,3.2451000000000003
Germany,DEU,1963,wheat,3.3934
Germany,DEU,1963,maize,3.4526000000000003
Germany,DEU,1963,barley,3.0346
Germany,DEU,1964,wheat,3.4845
Germany,DEU,1964,maize,3.3691
Germany,DEU,1964,barley,3.3476000000000004
Germany,DEU,1965,wheat,3.2321
Germany,DEU,1965,maize,3.5354
Germany,DEU,1965,barley,2.9678
Germany,DEU,1966,wheat,3.2325000000000004
Germany,DEU,1966,maize,4.0115
Germany,DEU,1966,barley,2.9816000000000003
Germany,DEU,1967,wheat,4.0216
Germany,DEU,1967,maize,4.6993
Germany,DEU,1967,barley,3.5797000000000003
Germany,DEU,1968,wheat,4.216200000000001
Germany,DEU,1968,maize,4.8943
Germany,DEU,1968,barley,3.6844
Germany,DEU,1969,wheat,3.8877
Germany,DEU,1969,maize,4.875
Germany,DEU,1969,barley,3.5487
Germany,DEU,1970,wheat,3.7264
Germany,DEU,1970,maize,4.9743
Germany,DEU,1970,barley,3.1587
Germany,DEU,1971,wheat,4.4229
Germany,DEU,1971,maize,5.0396
Germany,DEU,1971,barley,3.7294
Germany,DEU,1972,wheat,4.038
Germany,DEU,1972,maize,4.6595
Germany,DEU,1972,barley,3.9638
Germany,DEU,1973,wheat,4.347700000000001
Germany,DEU,1973,maize,5.3353
Germany,DEU,1973,barley,4.0077
Germany,DEU,1974,wheat,4.6257
Germany,DEU,1974,maize,4.819500000000001
Germany,DEU,1974,barley,4.2834
Germany,DEU,1975,wheat,4.3188
Germany,DEU,1975,maize,5.516900000000001
Germany,DEU,1975,barley,3.9669
Germany,DEU,1976,wheat,3.9344
Germany,DEU,1976,maize,4.6782
Germany,DEU,1976,barley,3.6893
Germany,DEU,1977,wheat,4.355300000000001
Germany,DEU,1977,maize,5.810700000000001
Germany,DEU,1977,barley,4.011
Germany,DEU,1978,wheat,4.8869
Germany,DEU,1978,maize,5.2868
Germany,DEU,1978,barley,4.2632
Germany,DEU,1979,wheat,4.7776000000000005
Germany,DEU,1979,maize,6.4057
Germany,DEU,1979,barley,3.9231
Germany,DEU,1980,wheat,4.7389
Germany,DEU,1980,maize,5.6435
Germany,DEU,1980,barley,4.3104000000000005
Germany,DEU,1981,wheat,4.879700000000001
Germany,DEU,1981,maize,6.4444
Germany,DEU,1981,barley,4.0429
Germany,DEU,1982,wheat,5.2433000000000005
Germany,DEU,1982,maize,6.5717
Germany,DEU,1982,barley,4.5012
Germany,DEU,1983,wheat,5.2084
Germany,DEU,1983,maize,5.5224
Germany,DEU,1983,barley,4.3861
Germany,DEU,1984,wheat,5.9331000000000005
Germany,DEU,1984,maize,5.6516
Germany,DEU,1984,barley,4.9292
Germany,DEU,1985,wheat,5.8295
Germany,DEU,1985,maize,6.6479
Germany,DEU,1985,barley,4.9648
Germany,DEU,1986,wheat,6.0919
Germany,DEU,1986,maize,6.9549
Germany,DEU,1986,barley,4.8089
Germany,DEU,1987,wheat,5.7757000000000005
Germany,DEU,1987,maize,6.260000000000001
Germany,DEU,1987,barley,4.6585
Germany,DEU,1988,wheat,6.2266
Germany,DEU,1988,maize,7.7095
Germany,DEU,1988,barley,4.939
Germany,DEU,1989,wheat,5.681500000000001
Germany,DEU,1989,maize,7.531000000000001
Germany,DEU,1989,barley,5.4534
Germany,DEU,1990,wheat,6.2734000000000005
Germany,DEU,1990,maize,6.7762
Germany,DEU,1990,barley,5.3558
Germany,DEU,1991,wheat,6.7712
Germany,DEU,1991,maize,6.8432
Germany,DEU,1991,barley,5.716600000000001
Germany,DEU,1992,wheat,5.9811000000000005
Germany,DEU,1992,maize,7.234800000000001
Germany,DEU,1992,barley,5.065
Germany,DEU,1993,wheat,6.5841
Germany,DEU,1993,maize,8.0227
Germany,DEU,1993,barley,5.0008
Germany,DEU,1994,wheat,6.768400000000001
Germany,DEU,1994,maize,7.0808
Germany,DEU,1994,barley,5.2681
Germany,DEU,1995,wheat,6.8882
Germany,DEU,1995,maize,7.3664
Germany,DEU,1995,barley,5.6391
Germany,DEU,1996,wheat,7.293200000000001
Germany,DEU,1996,maize,7.8272
Germany,DEU,1996,barley,5.4673
Germany,DEU,1997,wheat,7.2902
Germany,DEU,1997,maize,8.6577
Germany,DEU,1997,barley,5.8923000000000005
Germany,DEU,1998,wheat,7.2035
Germany,DEU,1998,maize,8.1561
Germany,DEU,1998,barley,5.7373
Germany,DEU,1999,wheat,7.5411
Germany,DEU,1999,maize,8.785
Germany,DEU,1999,barley,6.017600000000001
Germany,DEU,2000,wheat,7.2826
Germany,DEU,2000,maize,9.2119
Germany,DEU,2000,barley,5.855
Germany,DEU,2001,wheat,7.882700000000001
Germany,DEU,2001,maize,8.8376
Germany,DEU,2001,barley,6.390000000000001
Germany,DEU,2002,wheat,6.905600000000001
Germany,DEU,2002,maize,9.3755
Germany,DEU,2002,barley,5.546200000000001
Germany,DEU,2003,wheat,6.4985
Germany,DEU,2003,maize,7.3845
Germany,DEU,2003,barley,5.107200000000001
Germany,DEU,2004,wheat,8.1716
Germany,DEU,2004,maize,9.0966
Germany,DEU,2004,barley,6.5638000000000005
Germany,DEU,2005,wheat,7.4651
Germany,DEU,2005,maize,9.2139
Germany,DEU,2005,barley,5.9656
Germany,DEU,2006,wheat,7.2007
Germany,DEU,2006,maize,8.0307
Germany,DEU,2006,barley,5.9086
Germany,DEU,2007,wheat,6.9611
Germany,DEU,2007,maize,9.4475
Germany,DEU,2007,barley,5.4173
Germany,DEU,2008,wheat,8.0873
Germany,DEU,2008,maize,9.8099
Germany,DEU,2008,barley,6.1004000000000005
Germany,DEU,2009,wheat,7.8091
Germany,DEU,2009,maize,9.75
Germany,DEU,2009,barley,6.5436000000000005
Germany,DEU,2010,wheat,7.212000000000001
Germany,DEU,2010,maize,9.0261
Germany,DEU,2010,barley,6.2918
Germany,DEU,2011,wheat,7.0139000000000005
Germany,DEU,2011,maize,10.6243
Germany,DEU,2011,barley,5.4651000000000005
Germany,DEU,2012,wheat,7.3312
Germany,DEU,2012,maize,10.4802
Germany,DEU,2012,barley,6.1934000000000005
Germany,DEU,2013,wheat,7.9979
Germany,DEU,2013,maize,8.8276
Germany,DEU,2013,barley,6.586600000000001
Germany,DEU,2014,wheat,8.6296
Germany,DEU,2014,maize,10.6838
Germany,DEU,2014,barley,7.3475
Germany,DEU,2015,wheat,8.0877
Germany,DEU,2015,maize,8.7223
Germany,DEU,2015,barley,7.171
Germany,DEU,2016,wheat,7.6409
Germany,DEU,2016,maize,9.6512
Germany,DEU,2016,barley,6.685700000000001
Germany,DEU,2017,wheat,7.6443
Germany,DEU,2017,maize,10.5269
Germany,DEU,2017,barley,6.9302
Germany,DEU,2018,wheat,6.6737
Germany,DEU,2018,maize,8.1363
Germany,DEU,2018,barley,5.9085
India,IND,1961,wheat,0.8507
India,IND,1961,rice,1.5419
India,IND,1961,maize,0.9567
India,IND,1961,barley,0.8796
India,IND,1962,wheat,0.8896000000000001
India,IND,1962,rice,1.3959
India,IND,1962,maize,0.9922
India,IND,1962,barley,0.9511
India,IND,1963,wheat,0.7929
India,IND,1963,rice,1.5498
India,IND,1963,maize,0.9954
India,IND,1963,barley,0.8016000000000001
India,IND,1964,wheat,0.7299
India,IND,1964,rice,1.6171
India,IND,1964,maize,1.01
India,IND,1964,barley,0.7347
India,IND,1965,wheat,0.9132
India,IND,1965,rice,1.2936
India,IND,1965,maize,1.005
India,IND,1965,barley,0.94
India,IND,1966,wheat,0.8268000000000001
India,IND,1966,rice,1.2952
India,IND,1966,maize,0.9645
India,IND,1966,barley,0.9023
India,IND,1967,wheat,0.8874000000000001
India,IND,1967,rice,1.5484
India,IND,1967,maize,1.1228
India,IND,1967,barley,0.8314
India,IND,1968,wheat,1.1028
India,IND,1968,rice,1.6134000000000002
India,IND,1968,maize,0.9974
India,IND,1968,barley,1.038
India,IND,1969,wheat,1.1688
India,IND,1969,rice,1.6094000000000002
India,IND,1969,maize,0.9679
India,IND,1969,barley,0.8788
India,IND,1970,wheat,1.2086
India,IND,1970,rice,1.6849
India,IND,1970,maize,1.2791
India,IND,1970,barley,0.9824
India,IND,1971,wheat,1.3066
India,IND,1971,rice,1.711
India,IND,1971,maize,0.8999
India,IND,1971,barley,1.09
India,IND,1972,wheat,1.3799
India,IND,1972,rice,1.6046
India,IND,1972,maize,1.0943
India,IND,1972,barley,1.0496
India,IND,1973,wheat,1.2708000000000002
India,IND,1973,rice,1.7259
India,IND,1973,maize,0.9648
India,IND,1973,barley,0.9715
India,IND,1974,wheat,1.1719000000000002
India,IND,1974,rice,1.5744
India,IND,1974,maize,0.9481
India,IND,1974,barley,0.8947
India,IND,1975,wheat,1.3384
India,IND,1975,rice,1.8582
India,IND,1975,maize,1.2031
India,IND,1975,barley,1.0866
India,IND,1976,wheat,1.4103
India,IND,1976,rice,1.6372
India,IND,1976,maize,1.0601
India,IND,1976,barley,1.1392
India,IND,1977,wheat,1.3866
India,IND,1977,rice,1.9613
India,IND,1977,maize,1.0511
India,IND,1977,barley,1.0457
India,IND,1978,wheat,1.4798
India,IND,1978,rice,1.9912
India,IND,1978,maize,1.0762
India,IND,1978,barley,1.1548
India,IND,1979,wheat,1.5683
India,IND,1979,rice,1.6105
India,IND,1979,maize,0.9794
India,IND,1979,barley,1.1719000000000002
India,IND,1980,wheat,1.4356
India,IND,1980,rice,2.0002
India,IND,1980,maize,1.1586
India,IND,1980,barley,0.9167
India,IND,1981,wheat,1.6299
India,IND,1981,rice,1.9623
India,IND,1981,maize,1.1622
India,IND,1981,barley,1.269
India,IND,1982,wheat,1.6913
India,IND,1982,rice,1.8497
India,IND,1982,maize,1.1448
India,IND,1982,barley,1.1535
India,IND,1983,wheat,1.8158
India,IND,1983,rice,2.1833
India,IND,1983,maize,1.3521
India,IND,1983,barley,1.259
India,IND,1984,wheat,1.8432
India,IND,1984,rice,2.1272
India,IND,1984,maize,1.4556
India,IND,1984,barley,1.3232000000000002
India,IND,1985,wheat,1.8701
India,IND,1985,rice,2.3292
India,IND,1985,maize,1.146
India,IND,1985,barley,1.2416
India,IND,1986,wheat,2.0460000000000003
India,IND,1986,rice,2.2052
India,IND,1986,maize,1.2819
India,IND,1986,barley,1.4337
India,IND,1987,wheat,1.9162
India,IND,1987,rice,2.1991
